salary,salary_matches,skills,original_index,Job Title,Company,Location,description
[],[],"{'Angular', 'React', 'HTML', 'CSS', 'Leadership', 'JavaScript', 'Vue.js'}",229,other,Accenture Southeast Asia,"Subang Jaya, Selangor, Malaysia","About Accenture

Accenture is a leading global professional services company that helps the world’s leading businesses, governments and other organizations build their digital core, optimize their operations, accelerate revenue growth, and enhance citizen services - creating tangible value at speed and scale. We are a talent- and innovation-led company with approximately 774,000 people serving clients in more than 120 countries. Technology is at the core of change today, and we are one of the world’s leaders in helping drive that change, with strong ecosystem relationships. We combine our strength in technology and leadership in cloud, data and AI with unmatched industry experience, functional expertise, and global delivery capability. We are uniquely able to deliver tangible outcomes because of our broad range of services, solutions and assets across Strategy & Consulting, Technology, Operations, Industry X and Song. These capabilities, together with our culture of shared success and commitment to creating 360° value, enable us to help our clients reinvent and build trusted, lasting relationships. We measure our success by the 360° value we create for our clients, each other, our shareholders, partners and communities. Visit us at www.accenture.com.







We are building a talent pool of skilled Front-End Developers to support various projects across different industries. Ideal candidates should have expertise in modern front-end technologies such as React, Angular, Vue.js, HTML, CSS, JavaScript, and UI/UX principles. Applicants will be considered for multiple opportunities and may be reprofiled to other open positions that align with their skills and experience.



































Required Skills & Experience:










Preferred Certifications:






Why Join Us?









You will also have opportunities to hone your functional skills and expertise in an area of specialization.  We offer a variety of formal and informal training programs at every level to help you acquire and build specialized skills faster. Learning takes place both on the job and through formal training conducted online, in the classroom, or in collaboration with teammates. The sheer variety of work we do, and the experience it offers, provide an unbeatable platform from which to build a career.

Accenture is an equal opportunities employer and welcomes applications from all sections of society and does not discriminate on grounds of race, religion or belief, ethnic or national origin, disability, age, citizenship, marital, domestic or civil partnership status, sexual orientation, gender identity, or any other basis as protected by applicable law."
[],[],set(),230,Frontend Developer,TatvaCare,"Ahmedabad, Gujarat, India","Overview

We are looking for an exceptional, highly motivated and success-oriented senior engineer with great skills to join our team. The candidate should be committed to delivering critically high-performance products working closely with the Product Team. This individual will also work closely with architects, other key engineering teams and all stakeholders to help build our next generation platforms.









(ref:hirist.tech)"
[],[],set(),231,other,PT Astra International Tbk,"Jakarta, Jakarta, Indonesia","Deskripsi Pekerjaan

Mengembangkan aplikasi berbasis web"
[],[],set(),232,other,M2.0 Communications Inc.,"Quezon City, National Capital Region, Philippines","We are seeking a talented Junior Front End Web Developer with experience in WordPress and mobile app development to join our dynamic team. In this role, you will contribute to both web and mobile projects, working closely with senior developers to create responsive, user-friendly applications."
[],[],"{'JavaScript', 'React'}",233,other,Sketch Brahma Technologies,"Bengaluru, Karnataka, India","Responsibilities

Develop high quality Javascript(ES6) code for our React applications.






(ref:hirist.tech)"
[],[],"{'Angular', 'React', 'Git', 'HTML', 'CSS', 'JavaScript'}",234,other,The Hub,"Kochi, Kerala, India","Hi,

Requirements

>5+ years of IT experience in the development of scalable consumer-facing digital solutions (consumer websites, web applications, mobile sites etc) in HTML, CSS3 and JavaScript framework is required

>Strong understanding of semantic HTML/HTML5, CSS/CSS3.

>Experience in frameworks like Bootstrap, Foundation and CSS preprocessors like SASS and LESS.

>Strong knowledge of JS-based build tools like Grunt, Gulp, and Webpack

>Experience in javaScript with a good grasp of advanced JavaScript-based Vue JS, React JS and Angular JS

>Experience with implementing SVG animations and expertise in GreenSock(GSAP) will be an add on qualification.

>Proficient understanding of code versioning tools, such as Git

>Knowledge of HTML5 responsive email development is desirable.

>A Bachelors of Computer Science or a related field is required



> Quality driven and extremely detail-oriented

> Strong work ethic

> Communicates clearly, effectively, and quickly - both verbally and written

>Ability and willingness to continuously learn, explore and master emerging technologies.

Skills:- Grunt, Bootstrap, html5 and Javascript"
[],[],set(),235,other,Binar Academy,"Jakarta, Jakarta, Indonesia","Company Description: At BINAR, we empower mid to large-sized corporations to excel in their digital transformation journey. Our services focus on three key pillars: people, processes, and tools. We believe digital transformation starts with people. Our upskilling programs elevate your internal teams, equipping them to drive and sustain digital initiatives. Our advisory services help you identify the right technologies and design digital strategies that align with your business goals. We form dedicated digital teams focused on driving growth and optimizing performance. Our tech talent outsourcing provides specialized expertise for mature companies to scale their development efforts. We deliver top-tier tech professionals who integrate seamlessly with your teams. At BINAR, we build partnerships that foster long-term growth and innovation. Let us guide you on the path to digital excellence. Job Description:

BINAR Job Connect membuka kesempatan untuk menjadi Front-end Developer, yang akan ditempatkan di perusahaan rekanan BINAR.

BINAR Job Connect adalah bagian dari BINAR Academy yang menyediakan lowongan bagi para pencari kerja (khususnya tech role), di luar lulusan BINAR Academy yang ingin mendapatkan kesempatan kerja yang lebih baik.





Pelamar terpilih akan kami hubungi via email atau kontak WhatsApp."
[],[],{'React'},236,Frontend Developer,Deccan AI,"Hyderabad, Telangana, India","Job Title: Frontend Developer (Junior / Mid / Senior - React.js)

Location: Hyderabad (Full-Time)

About Us

We are an innovative startup working on and AI-driven technologies. We foster a collaborative, fast-paced, and creative environment where innovation thrives. We are looking for across to help build responsive, scalable web applications that power our AI/ML products.



As a , you will design, develop, and maintain web applications using . You will collaborate closely with UI/UX designers, backend engineers, and product teams to deliver high-quality user experiences. Depending on your experience, you may also mentor junior developers and take ownership of architectural decisions."
[],[],"{'CSS', 'React', 'Angular', 'HTML', 'SQL', 'JavaScript'}",237,Frontend Developer,Aakash EduTech Private Limited,"Delhi, India","Experience working with HTML5, CSS3 in user interface design.
Understanding of web technologies including one or more of the following:, Javascript (React, Angular, Node, D3, etc.)
Expert knowledge on CSS preprocessors like Sass and LESS


Skills:- Javascript, HTML/CSS, React.js and SQL"
[],[],set(),238,Frontend Developer,SettleMint India,"Navi Mumbai, Maharashtra, India","Location: Navi Mumbai, India

SettleMint India

SettleMint India was formed in 2019, with headquarters in Delhi, India. The India team focuses on client deliverables and the development of high-performance low-code Blockchain. We operate from Delhi, and Bengaluru along with certain project locations.

We are looking for an to join our project team at aon an immediate basis, with the following experience and requirements."
[],[],set(),239,Frontend Developer,Padepokan Tujuh Sembilan,"Bandung, West Java, Indonesia",
[],[],"{'Communication', 'GraphQL', 'Azure', 'React'}",240,Software Engineer,Microsoft,"Hyderabad, Telangana, India","Viva Engage connects people through communities, bringing leaders and employees together to share knowledge, clarify priorities, and build relationships. Viva Engage (formerly Yammer) is the premier tool to create multi-directional dialogue between tens of millions of employees worldwide every month.

Engage team members are at the forefront of driving AI applications and Copilot adoption to make communication and information sharing easy and authentic. Our work supports top challenges for our customers, including digital safety, trusted security standards, and deep analytics to help our customers maximize reach, reduce inefficiencies, and create a thriving organizational culture. We would love to have you join the team driving innovation, connection, and community for our valued global customers.

Our engineers develop cutting-edge, beautiful UX that seamlessly adapts to various apps and form factors and reaches tens of millions of users. As a Front-End engineer, you will develop innovative new features and experiences, run experiments to learn and improve the product, and add core capabilities to our web platform with an eye to performance and accessibility. We are looking for someone who is passionate about delighting users, has an eye for craftsmanship and an opinion about what makes a great user experience.  Our stack includes React, Redux, Relay, GraphQL API gateway and Azure Cloud Services.

Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.













Ability to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include but are not limited to the following specialized security screenings:







#vivaengage

Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations."
[],[],{'HTML'},241,other,Magneto IT Solutions,"Ahmedabad, Gujarat, India","HTML Developer

We are looking for a skilled HTML Developer to join our team.

In this role, you will collaborate with designers and backend developers to create responsive, high-performance websites and web applications.

You'll play a key part in building seamless user experiences while maintaining cross-platform compatibility and accessibility.









(ref:hirist.tech)"
[],[],"{'Testing', 'Project Management'}",242,Frontend Developer,Amazon,"Bengaluru, Karnataka, India","Description

As a Front-End Engineer 2 at Amazon, you will be an autonomous contributor to your team's software, delivering working features spanning the full software lifecycle. You will collaborate effectively with cross-functional partners such as designers and product managers to create high-quality user experiences. Your code will demonstrate best practices and meet Amazon's high standards for quality.

Key job responsibilities

Deliver software features and improvements to major portions of your team's front-end software, including new development, refactoring, and deprecation work

Design and implement software solutions to enable new features or improve existing software

Work closely with customers, UX designers, product managers, and peers to understand business and customer value

Contribute significantly to the full software development lifecycle, including scoping, design, coding, testing, deployment, and maintenance

Demonstrate operational excellence in all work, including identifying and resolving root causes of operational issues

Actively participate in code reviews, providing meaningful feedback to team members

Mentor and help develop junior team members and interns

A day in the life

As an FEE 2 at Amazon, your day is filled with diverse and engaging activities. You typically start by diving into coding, implementing new features or improving existing ones with high-quality, efficient front-end code. Throughout the day, you participate in code reviews, offering constructive feedback to your teammates and ensuring you all maintain high standards. Collaboration is a big part of your role - you work closely with UX designers, product managers, and backend engineers to understand requirements and integrate the front-end with APIs. You contribute to software design discussions, create technical designs for your assigned tasks, and write unit tests to ensure code reliability.

You're also involved in operational support, keeping an eye on system health and jumping in to resolve any production issues that arise. You make sure to update documentation as you implement changes and often find yourself mentoring junior engineers or interns. Project management is part of your responsibilities too - you update task statuses, estimate efforts for upcoming work, and participate in sprint planning and retrospectives.

You're always learning, staying updated on the latest front-end technologies and sharing knowledge with your team. You focus on performance optimization, ensuring the front-end is as fast and efficient as possible. Accessibility and internationalization are also key considerations in your work, as you strive to create the best possible user experience for all customers. While your specific tasks might vary depending on current projects and priorities, you work independently on most tasks, seeking guidance when you encounter particularly complex challenges or architectural decisions. It's a dynamic role that keeps you engaged and growing every day.



As the STAP (Send to Amazon Platform) team, our goal is to develop the modern UI and redefine the customer experience for inbounding items to Amazon. Our aim is to simplify the inbound process and reduce total supply chain costs, while driving global customer growth.

We follow key tenets that guide our work. We strive to deliver a consistent UI with a single threaded owner, making Send to Amazon available in every marketplace rather than having specific workflows for each.

Leveraging past decisions while seeking innovation, we avoid storing customer data and instead focus on surfacing authoritative data sources. Our team of software development managers and engineers works diligently to enhance the STA application and its underlying platform.

We support the broader organization through regular office hours, engaging with external teams, and following best practices around code reviews, testing, and operational excellence. Our goal is to maintain the STA platform as a reliable and extensible solution for inbounding inventory to Amazon.









Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how-we-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner.


- ADCI - Karnataka

Job ID: A2888639"
[],[],{'JavaScript'},243,Frontend Developer,Isprava,Mumbai Metropolitan Region,"Responsibilities

Develop and maintain front-end dependencies/codebase.






Skills:- Javascript and Redux/Flux"
[],[],"{'Testing', 'GraphQL', 'React', 'Version Control', 'Git', 'Agile', 'Teamwork', 'CI/CD', 'JavaScript'}",244,Frontend Developer,Siemens Energy,"Pune, Maharashtra, India","A Snapshot of Your Day

We are seeking a skilled Front End Developer to join our team and help build dynamic, high-quality mobile and web applications. You will work closely with multi-functional teams to design, develop, and maintain ground breaking applications that provide seamless user experiences and robust functionality.



Develop and maintain mobile and web applications using Flutter/Dart and React/JavaScript

Collaborate with designers, product managers, and other developers to deliver high-quality applications

Translate UI/UX designs into responsive, performant, and reusable code for both Flutter and React projects

Write clean, maintainable, and well-documented code

Optimize application performance and solve issues across different platforms

Collaborate in code reviews and contribute to team learning

Implement integrations with RESTful APIs and third-party libraries

Stay up-to-date with Flutter, React, and related technologies



5+ years of demonstrable IT experience in frontend development

Proven experience with Flutter/Dart and React/JavaScript in building complex mobile and web applications

Familiarity with state management solutions for both Flutter (e.g., Provider, Bloc, Riverpod) and React (e.g., Redux, MobX, Context API)

Experience with version control systems (e.g., Git) and CI/CD pipelines

Understanding of RESTful APIs, JSON, and integrating third-party libraries

UI/UX sensibility with a good eye for detail and commitment to quality

Excellent problem-solving skills and a proactive approach to development

Ability to switch between Flutter and React projects as needed



Experience with Firebase, GraphQL, or other backend integrations

Knowledge of web development best practices, Flutter Web, and React Native

Understanding of agile methodologies and working in a collaborative team setting

Prior experience with testing frameworks (e.g., Flutter Test, Mockito, Jest, React Testing Library)

Familiarity with cross-platform development and ability to optimize for different devices and browsers



Trust & Respect – You foster mutual respect, assume positive intent, honor your commitments and value diverse perspectives.

Autonomy & Ownership – You take full responsibility for your work, make informed decisions, and manage your time effectively.

Collaboration & Teamwork – You work effectively with teammates, share knowledge, and support others to achieve common goals.

Technical Excellence & Learning – You strive for high-quality code, balance short-term needs with long-term scalability, and continuously improve your skills.






In the central Digital Products and Solutions (DPS) organization, our Software Application and Engineering department is responsible for developing software solutions for both internal and external customers.

In DPS, our software products already cover a wide range of categories, and we see many opportunities for growth: Asset Performance Management, Energy Management, Asset Monitoring, Asset Health Prediction, Customer Portal & AI-assisted Applications, Connectivity & Edge, Backend Core / Domain / Platform Services, and Professional Services.



At Siemens Energy, we are more than just an energy technology company. With ~100,000 dedicated employees in more than 90 countries, we develop the energy systems of the future, ensuring that the growing energy demand of the global community is met reliably and sustainably. The technologies created in our research departments and factories drive the energy transition and provide the base for one sixth of the world's electricity generation.

Our global team is committed to making sustainable, reliable, and affordable energy a reality by pushing the boundaries of what is possible. We uphold a 150-year legacy of innovation that encourages our search for people who will support our focus on decarbonization, new technologies, and energy transformation.

Find out how you can make a difference at Siemens Energy:

https://www.siemens-energy.com/employeevideo



Lucky for us, we are not all the same. Through diversity we generate power. We run on inclusion and our combined creative energy is fueled by over 130 nationalities. Siemens Energy celebrates character – no matter what ethnic background, gender, age, religion, identity, or disability. We energize society, all of society, and we do not discriminate based on our differences."
[],[],set(),245,other,PT. Dans Multi Pro,"Jakarta, Jakarta, Indonesia","Build functioning and smooth front-end web applications that interacts with RESTful API services.
Develop web applications using ReactJS."
[],[],set(),246,other,PT. Karya Solusi Prima Sejahtera,"Jakarta, Jakarta, Indonesia","Company Description: PT. Karya Solusi Prima Sejahtera sebagai anak perusahaan dari Koperasi Karyawan Lintasarta, menyediakan jasa layanan professional dengan cakupan bisnis yaitu Managed Service, Asset Management, dan Talent Outsourcing. Kami berkomitmen untuk membantu bisnis anda tumbuh dan berkembang dengan menyediakan beragam layanan, agar bisnis anda fokus pada pertumbuhan dan ekspansi bisnis. Layanan kami tersebar di 24 Provinsi dan lebih dari 100+ kota dengan jumlah karyawan lebih dari 1500 orang dengan lebih dari 20+ pelanggan multinasional. Job Description:

Front End Developer"
[],[],"{'Ruby', 'JavaScript'}",247,Frontend Developer,Vacation Labs,"Panaji, Goa, India","Were on a mission to get all travel businesses online. And we want to make it super-easy for them. Which makes it super-hard for us.

How hard? 147,887 lines of Ruby/Rails. 50,086 lines of AngularJS. And 106 tables in Postgres. All working in tandem, to convert a complex offline process into a few effortless clicks.

And yes, we know that . All were saying is that, as a developer, youll be dealing with a large, complex product. With real users, bug reports, and production issues. Dirty code written today, is going to bite you in the ass, six months down the line.

As we build out our product vision we need developers who share our passion for solving real-life problems using the craft they love.

Who do we think would be a good fit for this role: Someone familiar with Bootstrap & other modern web development frameworks. We dont consider number of years to be a true indicator of experience; some people achieve in 6 months what others take 6 years to achieve.

Strong understanding of JavaScript, its quirks, and workarounds. Familiarity with AngularJS is a plus. However, even if youre comfortable with JavaScript, and have a desire to learn, were golden.

Someone who is highly detail oriented. You should have the drive to take responsibility & make sure the UI works as expected.

Someone who can take ownership and can operate in an environment of autonomy and freedom.

What would a typical week, in the shoes of a developer, look like: Discuss the spec with the Designer/Product Manager. Understand the problem being solved. Question why a certain approach is being taken. Bring a fresh perspective to the table. Be aware. Convince, or be convinced.

Look at the design mockups (or wireframes). Understand the user interactions that need to be put in place. Fill the gaps intelligently, which means we wont be speccing out the obvious stuff (form validations, error messages, standard UI transitions, etc).

Get shit done. Reasonably on time.

Run the test-suite. Make sure you dont break the build.

Raise a Pull Request on Github. Get someone to review your code.

Finally, push to production. And cross your fingers"
[],[],"{'Testing', 'Project Management'}",248,Frontend Developer,Amazon,"Bengaluru, Karnataka, India","Description

As a Front-End Engineer 2 at Amazon, you will be an autonomous contributor to your team's software, delivering working features spanning the full software lifecycle. You will collaborate effectively with cross-functional partners such as designers and product managers to create high-quality user experiences. Your code will demonstrate best practices and meet Amazon's high standards for quality.

Key job responsibilities

Deliver software features and improvements to major portions of your team's front-end software, including new development, refactoring, and deprecation work

Design and implement software solutions to enable new features or improve existing software

Work closely with customers, UX designers, product managers, and peers to understand business and customer value

Contribute significantly to the full software development lifecycle, including scoping, design, coding, testing, deployment, and maintenance

Demonstrate operational excellence in all work, including identifying and resolving root causes of operational issues

Actively participate in code reviews, providing meaningful feedback to team members

Mentor and help develop junior team members and interns

A day in the life

As an FEE 2 at Amazon, your day is filled with diverse and engaging activities. You typically start by diving into coding, implementing new features or improving existing ones with high-quality, efficient front-end code. Throughout the day, you participate in code reviews, offering constructive feedback to your teammates and ensuring you all maintain high standards. Collaboration is a big part of your role - you work closely with UX designers, product managers, and backend engineers to understand requirements and integrate the front-end with APIs. You contribute to software design discussions, create technical designs for your assigned tasks, and write unit tests to ensure code reliability.

You're also involved in operational support, keeping an eye on system health and jumping in to resolve any production issues that arise. You make sure to update documentation as you implement changes and often find yourself mentoring junior engineers or interns. Project management is part of your responsibilities too - you update task statuses, estimate efforts for upcoming work, and participate in sprint planning and retrospectives.

You're always learning, staying updated on the latest front-end technologies and sharing knowledge with your team. You focus on performance optimization, ensuring the front-end is as fast and efficient as possible. Accessibility and internationalization are also key considerations in your work, as you strive to create the best possible user experience for all customers. While your specific tasks might vary depending on current projects and priorities, you work independently on most tasks, seeking guidance when you encounter particularly complex challenges or architectural decisions. It's a dynamic role that keeps you engaged and growing every day.



As the STAP (Send to Amazon Platform) team, our goal is to develop the modern UI and redefine the customer experience for inbounding items to Amazon. Our aim is to simplify the inbound process and reduce total supply chain costs, while driving global customer growth.

We follow key tenets that guide our work. We strive to deliver a consistent UI with a single threaded owner, making Send to Amazon available in every marketplace rather than having specific workflows for each.

Leveraging past decisions while seeking innovation, we avoid storing customer data and instead focus on surfacing authoritative data sources. Our team of software development managers and engineers works diligently to enhance the STA application and its underlying platform.

We support the broader organization through regular office hours, engaging with external teams, and following best practices around code reviews, testing, and operational excellence. Our goal is to maintain the STA platform as a reliable and extensible solution for inbounding inventory to Amazon.









Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how-we-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner.


- ADCI - Karnataka

Job ID: A2888641"
[],[],"{'Angular', 'React', 'HTML', 'CSS', 'Leadership', 'JavaScript', 'Vue.js'}",249,other,Accenture Southeast Asia,"Subang Jaya, Selangor, Malaysia","About Accenture

Accenture is a leading global professional services company that helps the world’s leading businesses, governments and other organizations build their digital core, optimize their operations, accelerate revenue growth, and enhance citizen services - creating tangible value at speed and scale. We are a talent- and innovation-led company with approximately 774,000 people serving clients in more than 120 countries. Technology is at the core of change today, and we are one of the world’s leaders in helping drive that change, with strong ecosystem relationships. We combine our strength in technology and leadership in cloud, data and AI with unmatched industry experience, functional expertise, and global delivery capability. We are uniquely able to deliver tangible outcomes because of our broad range of services, solutions and assets across Strategy & Consulting, Technology, Operations, Industry X and Song. These capabilities, together with our culture of shared success and commitment to creating 360° value, enable us to help our clients reinvent and build trusted, lasting relationships. We measure our success by the 360° value we create for our clients, each other, our shareholders, partners and communities. Visit us at www.accenture.com.







We are building a talent pool of skilled Front-End Developers to support various projects across different industries. Ideal candidates should have expertise in modern front-end technologies such as React, Angular, Vue.js, HTML, CSS, JavaScript, and UI/UX principles. Applicants will be considered for multiple opportunities and may be reprofiled to other open positions that align with their skills and experience.



































Required Skills & Experience:










Preferred Certifications:






Why Join Us?









You will also have opportunities to hone your functional skills and expertise in an area of specialization.  We offer a variety of formal and informal training programs at every level to help you acquire and build specialized skills faster. Learning takes place both on the job and through formal training conducted online, in the classroom, or in collaboration with teammates. The sheer variety of work we do, and the experience it offers, provide an unbeatable platform from which to build a career.

Accenture is an equal opportunities employer and welcomes applications from all sections of society and does not discriminate on grounds of race, religion or belief, ethnic or national origin, disability, age, citizenship, marital, domestic or civil partnership status, sexual orientation, gender identity, or any other basis as protected by applicable law."
[],[],set(),250,Frontend Developer,TatvaCare,"Ahmedabad, Gujarat, India","Overview

We are looking for an exceptional, highly motivated and success-oriented senior engineer with great skills to join our team. The candidate should be committed to delivering critically high-performance products working closely with the Product Team. This individual will also work closely with architects, other key engineering teams and all stakeholders to help build our next generation platforms.









(ref:hirist.tech)"
[],[],set(),251,other,PT Astra International Tbk,"Jakarta, Jakarta, Indonesia","Deskripsi Pekerjaan

Mengembangkan aplikasi berbasis web"
[],[],set(),252,other,M2.0 Communications Inc.,"Quezon City, National Capital Region, Philippines","We are seeking a talented Junior Front End Web Developer with experience in WordPress and mobile app development to join our dynamic team. In this role, you will contribute to both web and mobile projects, working closely with senior developers to create responsive, user-friendly applications."
[],[],set(),253,Frontend Developer,Konnectbox,"Bengaluru, Karnataka, India",
[],[],set(),254,Software Engineer,tiket.com,"Jakarta, Jakarta, Indonesia","We think you also hate when travel app is giving you a headache, right? A slight misinformation can ruin the trip.

That is exactly what we are tackling as t-fam! Making sure that our 50+ million users have the best experience in crafting their own adventure.









In the event that you haven’t received any updates after 3 weeks, your data will be kept and we may contact you for another career destination. Meanwhile, discover more about tiket.com on Instagram , LinkedIn , or YouTube ."
[],[],set(),255,Frontend Developer,Samsung Food,"Tbilisi, Georgia","About Samsung Food
Samsung Food is a food platform that helps millions of users worldwide find and save recipes, connect with like-minded foodie communities, and save time and money on planning, cooking, and shopping. You’ll find Samsung Food across various devices, including mobile apps, web, voice, Samsung Family-Hub fridges, and more."
[],[],{'AWS'},256,other,Infosys,"Bengaluru East, Karnataka, India","Primary skills:Cloud Platform-Amazon Web Services Developer-AWS/ PAAS

Responsibilities: Ensure effective Design, Development, Validation and Support activities in line with client needs and architectural requirements., Ensure continual knowledge management., Adherence to the organizational guidelines and processes

A day in the life of an Infoscion"
[],[],{'Communication'},257,other,Interac Corp.,"Toronto, Ontario, Canada","At Interac, we design and deliver products and solutions that give Canadians control over their money so they can get more out of life. But that’s not all. Whether we’re leading real-time money movement, driving innovative commerce solutions like open payments for transit systems, or making advancements in new areas like verification and open banking, we are playing a key role in shaping the future of the digital economy in Canada.

Want to make a lasting impact amongst a community of creative thinkers, problem solvers, technical virtuosos, and high-performance application developers? We want to hear from you.

The Front-End Developer will design and build web applications and portals with a medium size team working on mission-critical applications. You are passionate about building new features, enhancing existing products, and translating the client's business requirements into specific systems and technology solutions.















We know that exceptional people have great ideas and are passionate about their work. Our culture encourages excellence and actively rewards contributions with:

You’re surrounded by talented people every day who are driven by their passion of a common goal.

They define us. Living them helps us be the best at what we do.

Pay is driven by individual and corporate performance and we provide a multitude of benefits and perks.

To ensure you are the best at what you do we invest in you

Please be aware of certain individuals fraudulently using Interac Corp.’s name and logo to offer fictitious employment opportunities. Interac Corp. will never ask, solicit, nor accept any monies in exchange for employment opportunities. Any such offers of employment are fraudulent and invalid, and you are strongly advised to exercise great caution and disregard such offers and invitations.

Please note that under no circumstances shall Interac Corp. be held liable or responsible for any claims, losses, damages, expenses, or other inconveniences resulting from or in any way connected to the actions of individuals performing such fraud. Further, such fraudulent communication shall not be treated as any kind of offer or representation by Interac Corp. or its subsidiaries and affiliates."
[],[],set(),258,Frontend Developer,Ideas2IT Technologies,"Chennai, Tamil Nadu, India","Job Role:
As a Frontend Developer at Ideas2IT, you'll have the opportunity to lead the charge into the future, leveraging your expertise to drive innovation and technical advancement in frontend development. You'll create and maintain user-facing features on websites and web applications"
[],[],"{'AWS', 'React', 'HTML', 'CSS', 'JavaScript'}",259,Frontend Developer,Plaza,"Bengaluru, Karnataka, India","We are looking for individuals with a love for frontend, and building products with a great user experience. The ideal candidate is someone who has a collaborative process and is comfortable with ambiguity. You will be the earliest members of the product engineering team, and will have an opportunity to define the culture. If you enjoy the zero-to-one process, this is for you.











A degree in computer science, software engineering, information technology or related fields relevant experience to demonstrate your abilities and aptitude

2+ years of experience in developing consumer or SaaS web apps or websites



Experience in building real-time frontend and backend data sync applications

Demonstrated an interest for UX and UI

Experience with: AWS, Shopify

Skills:- Javascript, HTML/CSS, React.js and React Native"
[],[],"{'Go', 'R'}",260,Frontend Developer,Innoviti Technologies,"Bengaluru, Karnataka, India","Innoviti Payment Solutions (Innoviti) started its payments business in 2008 and quickly established itself as a pioneer in solving difficult problems in the payments space using technology.

Innoviti’s aim is to fuel India’s growth by helping drive a cashless economy. We believe this will release a tremendous amount of money in the Indian market that will ease the availability of credit to fuel entrepreneurship, create jobs and improve the living standards of every Indian. Only technology and a talented team that can put technology to use can address this tough problem.

Innoviti is a well-funded company backed by marquee investors such as Titan Company (JV between Tata Group and TIDCO) and Catamaran Ventures (founded by Mr. N. R. Narayana Murthy) and NIIC, Canada. The company has been winner of several awards including Deloitte fastest growing company in APAC award three years in a row and Red Herring award twice. We hold 4 patents with 7 more in pipeline.

Our business involves developing products that use technology to remove friction in a) the supply of money (credit) and b) movement of money. These seemingly simple objectives are actually very tough problems. Today less than 7% of entrepreneurs get access to capital to grow. Less than 8% of purchases happen through electronic money. Solving these tough problems in sustainable ways that are scalable and profitable is a tough challenge!

To address these problems we have built some remarkable products such as uniPAY and smelending.com that today process more than Rs 10,000 Cr. of transactions annually. Leading customers such as Reliance Retail, Lifestyle, Yatra, Indigo, Inox, Tanishq, BPCL, WalMart are using these products. What makes us feel really proud is how cleverly we have used technology to make short-term credit available to more than 24,000 small businesses. Without technology, the challenges in supplying credit to this segment was not profitable for lenders and these businesses were unable to grow.

If our track record is anything to go by, we have already made a small dent in the world of payments! We are now looking for enhancing our team with talented individuals who are ready to address more complex challenges and make a bigger dent!

Would you like to join this journey?

Frontend Developers

Location: Bangalore



The suitable candidate will use C, C++ programming in the smart card technology space to understand the customer requirements and ensure that the project is delivered to merchant or production movement in a timely fashion."
[],[],"{'HTML', 'CSS', 'JavaScript', 'React'}",261,Frontend Developer,Patch Infotech Pvt Ltd,"Noida, Uttar Pradesh, India","We are looking to hire Frontend developer who should have around 2 years of experience with React Tech Stack and have worked extensively on frontend development including designs and api integrations. Logically he should be good in using right data structure for right problems. Skills:- Javascript, HTML/CSS and React.js"
[],[],set(),262,Frontend Developer,perto,"Berlin, Berlin, Germany","Do you love turning design ideas into smooth, interactive web interfaces? Are you excited to shape real products, work with modern tools like Figma and Storybook, and help build the UI of an IoT platform at a fast-growing energy efficiency startup in Berlin? Then we want to hear from you!


Tasks










Requirements











Benefits"
[],[],set(),263,other,Groww,"Bengaluru, Karnataka, India","About Groww:
We are a passionate group of people focused on making financial services accessible to every Indian through a multi-product platform. Each day, we help millions of customers take charge of their financial journey. Customer obsession is in our DNA. Every product, every design, every algorithm down to the tiniest detail is executed keeping the customers’ needs and convenience in mind. Our people are our greatest strength. Everyone at Groww is driven by ownership, customer-centricity, integrity and the passion to constantly challenge the status quo."
[],[],set(),264,other,Torch,"Bandung, West Java, Indonesia",
